::[info]::[14:13:57,810]::[164242]::Starting P2P 20.38::
::[info]::[14:13:59,248]::[164242]::{"id": 20.38, "connections": 1, "msg_id": 0}::
::[info]::[14:14:00,249]::[164242]::{"id": 20.38, "connections": 2, "msg_id": 1}::
::[info]::[14:14:00,376]::[164242]::{"id": 20.37, "connections": 2, "msg_id": 0}::
::[info]::[14:14:01,377]::[164242]::{"id": 20.37, "connections": 3, "msg_id": 1}::
::[info]::[14:14:01,513]::[164242]::{"id": 20.36, "connections": 3, "msg_id": 0}::
::[info]::[14:14:02,252]::[164242]::{"id": 20.38, "connections": 3, "msg_id": 3}::
::[info]::[14:14:15,531]::[164242]::{"id": 20.36, "connections": 4, "msg_id": 14}::
::[info]::[14:14:16,270]::[164242]::{"id": 20.38, "connections": 4, "msg_id": 17}::
::[info]::[14:14:16,396]::[164242]::{"id": 20.37, "connections": 4, "msg_id": 16}::
::[info]::[14:14:16,903]::[164242]::{"id": 20.35, "connections": 2, "msg_id": 0}::
::[info]::[14:14:17,903]::[164242]::{"id": 20.35, "connections": 4, "msg_id": 1}::
::[info]::[14:14:18,535]::[164242]::{"id": 20.36, "connections": 5, "msg_id": 17}::
::[info]::[14:14:18,905]::[164242]::{"id": 20.35, "connections": 5, "msg_id": 2}::
::[info]::[14:14:19,274]::[164242]::{"id": 20.38, "connections": 5, "msg_id": 20}::
::[info]::[14:14:19,400]::[164242]::{"id": 20.37, "connections": 5, "msg_id": 19}::
::[info]::[14:14:19,980]::[164242]::{"id": 20.34, "connections": 5, "msg_id": 0}::
::[info]::[14:24:15,975]::[164242]::{"id": 20.35, "connections": 6, "msg_id": 598}::
::[info]::[14:24:16,036]::[164242]::{"id": 20.38, "connections": 6, "msg_id": 616}::
::[info]::[14:24:16,040]::[164242]::{"id": 20.34, "connections": 6, "msg_id": 595}::
::[info]::[14:24:16,156]::[164242]::{"id": 20.37, "connections": 6, "msg_id": 615}::
::[info]::[14:24:16,302]::[164242]::{"id": 20.36, "connections": 6, "msg_id": 614}::
::[info]::[14:24:16,925]::[164242]::{"id": 20.2, "connections": 6, "msg_id": 593}::
